parti,stemmested,year,stemmer
Å. Alternativet,Hjørring,2022,468
Å. Alternativet,Jammerbugt,2007,0
Å. Alternativet,Jammerbugt,2011,0
Å. Alternativet,Jammerbugt,2015,567
Å. Alternativet,Jammerbugt,2019,357
Å. Alternativet,Jammerbugt,2022,319
Å. Alternativet,Læsø,2007,0
Å. Alternativet,Læsø,2011,0
Å. Alternativet,Læsø,2015,35
Å. Alternativet,Læsø,2019,15
Å. Alternativet,Læsø,2022,20
Å. Alternativet,Mariagerfjord,2007,0
Å. Alternativet,Mariagerfjord,2011,0
Å. Alternativet,Mariagerfjord,2015,714
Å. Alternativet,Mariagerfjord,2019,376
Å. Alternativet,Mariagerfjord,2022,385
Å. Alternativet,Morsø,2007,0
Å. Alternativet,Morsø,2011,0
Å. Alternativet,Morsø,2015,249
Å. Alternativet,Morsø,2019,152
Å. Alternativet,Morsø,2022,131
Å. Alternativet,Rebild,2007,0
Å. Alternativet,Rebild,2011,0
Å. Alternativet,Rebild,2015,515
Å. Alternativet,Rebild,2019,384
Å. Alternativet,Rebild,2022,371
Å. Alternativet,Thisted,2007,0
Å. Alternativet,Thisted,2011,0
Å. Alternativet,Thisted,2015,682
Å. Alternativet,Thisted,2019,466
Å. Alternativet,Thisted,2022,567
Å. Alternativet,Vesthimmerlands,2007,0
Å. Alternativet,Vesthimmerlands,2011,0
Å. Alternativet,Vesthimmerlands,2015,413
Å. Alternativet,Vesthimmerlands,2019,214
Å. Alternativet,Vesthimmerlands,2022,192
Å. Alternativet,Aalborg,2007,0
Å. Alternativet,Aalborg,2011,0
Å. Alternativet,Aalborg,2015,5022
Å. Alternativet,Aalborg,2019,3982
Å. Alternativet,Aalborg,2022,3803
Kandidater uden for partierne i alt,København,2007,121
Kandidater uden for partierne i alt,København,2011,351
Kandidater uden for partierne i alt,København,2015,791
Kandidater uden for partierne i alt,København,2019,506
Kandidater uden for partierne i alt,København,2022,647
Kandidater uden for partierne i alt,Frederiksberg,2007,22
Kandidater uden for partierne i alt,Frederiksberg,2011,29
Kandidater uden for partierne i alt,Frederiksberg,2015,119
Kandidater uden for partierne i alt,Frederiksberg,2019,70
Kandidater uden for partierne i alt,Frederiksberg,2022,91
Kandidater uden for partierne i alt,Dragør,2007,2
Kandidater uden for partierne i alt,Dragør,2011,2
Kandidater uden for partierne i alt,Dragør,2015,9
Kandidater uden for partierne i alt,Dragør,2019,5
Kandidater uden for partierne i alt,Dragør,2022,12
Kandidater uden for partierne i alt,Tårnby,2007,10
Kandidater uden for partierne i alt,Tårnby,2011,23
Kandidater uden for partierne i alt,Tårnby,2015,34
Kandidater uden for partierne i alt,Tårnby,2019,26
Kandidater uden for partierne i alt,Tårnby,2022,32
Kandidater uden for partierne i alt,Albertslund,2007,2
Kandidater uden for partierne i alt,Albertslund,2011,14
Kandidater uden for partierne i alt,Albertslund,2015,39
Kandidater uden for partierne i alt,Albertslund,2019,44
Kandidater uden for partierne i alt,Albertslund,2022,28
Kandidater uden for partierne i alt,Ballerup,2007,4
Kandidater uden for partierne i alt,Ballerup,2011,39
Kandidater uden for partierne i alt,Ballerup,2015,20
Kandidater uden for partierne i alt,Ballerup,2019,82
Kandidater uden for partierne i alt,Ballerup,2022,43
Kandidater uden for partierne i alt,Brøndby,2007,7
Kandidater uden for partierne i alt,Brøndby,2011,15
Kandidater uden for partierne i alt,Brøndby,2015,88
Kandidater uden for partierne i alt,Brøndby,2019,69
Kandidater uden for partierne i alt,Brøndby,2022,32
Kandidater uden for partierne i alt,Gentofte,2007,0
Kandidater uden for partierne i alt,Gentofte,2011,17
Kandidater uden for partierne i alt,Gentofte,2015,22
Kandidater uden for partierne i alt,Gentofte,2019,106
Kandidater uden for partierne i alt,Gentofte,2022,51
Kandidater uden for partierne i alt,Gladsaxe,2007,2
Kandidater uden for partierne i alt,Gladsaxe,2011,31
Kandidater uden for partierne i alt,Gladsaxe,2015,35
Kandidater uden for partierne i alt,Gladsaxe,2019,93
Kandidater uden for partierne i alt,Gladsaxe,2022,49
Kandidater uden for partierne i alt,Glostrup,2007,1
Kandidater uden for partierne i alt,Glostrup,2011,12
Kandidater uden for partierne i alt,Glostrup,2015,29
Kandidater uden for partierne i alt,Glostrup,2019,39
Kandidater uden for partierne i alt,Glostrup,2022,12
Kandidater uden for partierne i alt,Herlev,2007,0
Kandidater uden for partierne i alt,Herlev,2011,12
Kandidater uden for partierne i alt,Herlev,2015,15
Kandidater uden for partierne i alt,Herlev,2019,59
Kandidater uden for partierne i alt,Herlev,2022,17
Kandidater uden for partierne i alt,Hvidovre,2007,6
Kandidater uden for partierne i alt,Hvidovre,2011,30
Kandidater uden for partierne i alt,Hvidovre,2015,111
Kandidater uden for partierne i alt,Hvidovre,2019,107
Kandidater uden for partierne i alt,Hvidovre,2022,42
Kandidater uden for partierne i alt,Høje-Taastrup,2007,4
Kandidater uden for partierne i alt,Høje-Taastrup,2011,30
Kandidater uden for partierne i alt,Høje-Taastrup,2015,36
Kandidater uden for partierne i alt,Høje-Taastrup,2019,86
Kandidater uden for partierne i alt,Høje-Taastrup,2022,27
Kandidater uden for partierne i alt,Ishøj,2007,2
Kandidater uden for partierne i alt,Ishøj,2011,10
Kandidater uden for partierne i alt,Ishøj,2015,31
Kandidater uden for partierne i alt,Ishøj,2019,16
Kandidater uden for partierne i alt,Ishøj,2022,14
Kandidater uden for partierne i alt,Lyngby-Taarbæk,2007,6
Kandidater uden for partierne i alt,Lyngby-Taarbæk,2011,15
Kandidater uden for partierne i alt,Lyngby-Taarbæk,2015,21
Kandidater uden for partierne i alt,Lyngby-Taarbæk,2019,80
Kandidater uden for partierne i alt,Lyngby-Taarbæk,2022,41
Kandidater uden for partierne i alt,Rødovre,2007,2
Kandidater uden for partierne i alt,Rødovre,2011,19
Kandidater uden for partierne i alt,Rødovre,2015,25
Kandidater uden for partierne i alt,Rødovre,2019,84
Kandidater uden for partierne i alt,Rødovre,2022,31
Kandidater uden for partierne i alt,Vallensbæk,2007,3
Kandidater uden for partierne i alt,Vallensbæk,2011,3
Kandidater uden for partierne i alt,Vallensbæk,2015,13
Kandidater uden for partierne i alt,Vallensbæk,2019,20
Kandidater uden for partierne i alt,Vallensbæk,2022,5
Kandidater uden for partierne i alt,Allerød,2007,0
Kandidater uden for partierne i alt,Allerød,2011,4
Kandidater uden for partierne i alt,Allerød,2015,3
Kandidater uden for partierne i alt,Allerød,2019,19
Kandidater uden for partierne i alt,Allerød,2022,12
Kandidater uden for partierne i alt,Egedal,2007,0
Kandidater uden for partierne i alt,Egedal,2011,8
Kandidater uden for partierne i alt,Egedal,2015,9
Kandidater uden for partierne i alt,Egedal,2019,16
Kandidater uden for partierne i alt,Egedal,2022,16
Kandidater uden for partierne i alt,Fredensborg,2007,0
Kandidater uden for partierne i alt,Fredensborg,2011,12
Kandidater uden for partierne i alt,Fredensborg,2015,13
Kandidater uden for partierne i alt,Fredensborg,2019,20
Kandidater uden for partierne i alt,Fredensborg,2022,27
Kandidater uden for partierne i alt,Frederikssund,2007,0
Kandidater uden for partierne i alt,Frederikssund,2011,9
Kandidater uden for partierne i alt,Frederikssund,2015,16
Kandidater uden for partierne i alt,Frederikssund,2019,18
Kandidater uden for partierne i alt,Frederikssund,2022,23
Kandidater uden for partierne i alt,Furesø,2007,0
Kandidater uden for partierne i alt,Furesø,2011,6
Kandidater uden for partierne i alt,Furesø,2015,11
Kandidater uden for partierne i alt,Furesø,2019,19
Kandidater uden for partierne i alt,Furesø,2022,25
Kandidater uden for partierne i alt,Gribskov,2007,0
Kandidater uden for partierne i alt,Gribskov,2011,9
Kandidater uden for partierne i alt,Gribskov,2015,3
Kandidater uden for partierne i alt,Gribskov,2019,46
Kandidater uden for partierne i alt,Gribskov,2022,44
Kandidater uden for partierne i alt,Halsnæs,2007,0
Kandidater uden for partierne i alt,Halsnæs,2011,7
Kandidater uden for partierne i alt,Halsnæs,2015,7
Kandidater uden for partierne i alt,Halsnæs,2019,26
Kandidater uden for partierne i alt,Halsnæs,2022,21
Kandidater uden for partierne i alt,Helsingør,2007,0
Kandidater uden for partierne i alt,Helsingør,2011,11
Kandidater uden for partierne i alt,Helsingør,2015,11
Kandidater uden for partierne i alt,Helsingør,2019,31
Kandidater uden for partierne i alt,Helsingør,2022,45
Kandidater uden for partierne i alt,Hillerød,2007,0
Kandidater uden for partierne i alt,Hillerød,2011,12
Kandidater uden for partierne i alt,Hillerød,2015,14
Kandidater uden for partierne i alt,Hillerød,2019,48
Kandidater uden for partierne i alt,Hillerød,2022,26
Kandidater uden for partierne i alt,Hørsholm,2007,0
Kandidater uden for partierne i alt,Hørsholm,2011,3
Kandidater uden for partierne i alt,Hørsholm,2015,2
Kandidater uden for partierne i alt,Hørsholm,2019,8
Kandidater uden for partierne i alt,Hørsholm,2022,7
Kandidater uden for partierne i alt,Rudersdal,2007,0
Kandidater uden for partierne i alt,Rudersdal,2011,18
Kandidater uden for partierne i alt,Rudersdal,2015,13
Kandidater uden for partierne i alt,Rudersdal,2019,31
Kandidater uden for partierne i alt,Rudersdal,2022,27
Kandidater uden for partierne i alt,Bornholm,2007,21
Kandidater uden for partierne i alt,Bornholm,2011,0
Kandidater uden for partierne i alt,Bornholm,2015,0
Kandidater uden for partierne i alt,Bornholm,2019,0
Kandidater uden for partierne i alt,Bornholm,2022,45
Kandidater uden for partierne i alt,Christiansø,2007,0
Kandidater uden for partierne i alt,Christiansø,2011,0
Kandidater uden for partierne i alt,Christiansø,2015,0
Kandidater uden for partierne i alt,Christiansø,2019,0
Kandidater uden for partierne i alt,Christiansø,2022,0
Kandidater uden for partierne i alt,Greve,2007,0
Kandidater uden for partierne i alt,Greve,2011,4
Kandidater uden for partierne i alt,Greve,2015,16
Kandidater uden for partierne i alt,Greve,2019,4
Kandidater uden for partierne i alt,Greve,2022,25
Kandidater uden for partierne i alt,Køge,2007,0
Kandidater uden for partierne i alt,Køge,2011,8
Kandidater uden for partierne i alt,Køge,2015,24
Kandidater uden for partierne i alt,Køge,2019,6
Kandidater uden for partierne i alt,Køge,2022,43
Kandidater uden for partierne i alt,Lejre,2007,0
Kandidater uden for partierne i alt,Lejre,2011,5
Kandidater uden for partierne i alt,Lejre,2015,9
Kandidater uden for partierne i alt,Lejre,2019,1
Kandidater uden for partierne i alt,Lejre,2022,19
Kandidater uden for partierne i alt,Roskilde,2007,0
Kandidater uden for partierne i alt,Roskilde,2011,16
Kandidater uden for partierne i alt,Roskilde,2015,18
Kandidater uden for partierne i alt,Roskilde,2019,10
Kandidater uden for partierne i alt,Roskilde,2022,64
Kandidater uden for partierne i alt,Solrød,2007,0
Kandidater uden for partierne i alt,Solrød,2011,1
Kandidater uden for partierne i alt,Solrød,2015,4
Kandidater uden for partierne i alt,Solrød,2019,2
Kandidater uden for partierne i alt,Solrød,2022,13
Kandidater uden for partierne i alt,Faxe,2007,0
Kandidater uden for partierne i alt,Faxe,2011,6
Kandidater uden for partierne i alt,Faxe,2015,13
Kandidater uden for partierne i alt,Faxe,2019,4
Kandidater uden for partierne i alt,Faxe,2022,50
Kandidater uden for partierne i alt,Guldborgsund,2007,0
Kandidater uden for partierne i alt,Guldborgsund,2011,16
Kandidater uden for partierne i alt,Guldborgsund,2015,15
Kandidater uden for partierne i alt,Guldborgsund,2019,5
Kandidater uden for partierne i alt,Guldborgsund,2022,69
Kandidater uden for partierne i alt,Holbæk,2007,0
Kandidater uden for partierne i alt,Holbæk,2011,19
Kandidater uden for partierne i alt,Holbæk,2015,11
Kandidater uden for partierne i alt,Holbæk,2019,49
Kandidater uden for partierne i alt,Holbæk,2022,66
Kandidater uden for partierne i alt,Kalundborg,2007,0
Kandidater uden for partierne i alt,Kalundborg,2011,17
Kandidater uden for partierne i alt,Kalundborg,2015,9
Kandidater uden for partierne i alt,Kalundborg,2019,11
Kandidater uden for partierne i alt,Kalundborg,2022,77
Kandidater uden for partierne i alt,Lolland,2007,0
Kandidater uden for partierne i alt,Lolland,2011,18
Kandidater uden for partierne i alt,Lolland,2015,13
Kandidater uden for partierne i alt,Lolland,2019,3
Kandidater uden for partierne i alt,Lolland,2022,51
Kandidater uden for partierne i alt,Næstved,2007,0
Kandidater uden for partierne i alt,Næstved,2011,23
Kandidater uden for partierne i alt,Næstved,2015,19
Kandidater uden for partierne i alt,Næstved,2019,7
Kandidater uden for partierne i alt,Næstved,2022,82
Kandidater uden for partierne i alt,Odsherred,2007,0
Kandidater uden for partierne i alt,Odsherred,2011,8
Kandidater uden for partierne i alt,Odsherred,2015,11
Kandidater uden for partierne i alt,Odsherred,2019,10
Kandidater uden for partierne i alt,Odsherred,2022,58
Kandidater uden for partierne i alt,Ringsted,2007,0
Kandidater uden for partierne i alt,Ringsted,2011,16
Kandidater uden for partierne i alt,Ringsted,2015,6
Kandidater uden for partierne i alt,Ringsted,2019,9
Kandidater uden for partierne i alt,Ringsted,2022,43
Kandidater uden for partierne i alt,Slagelse,2007,0
Kandidater uden for partierne i alt,Slagelse,2011,86
Kandidater uden for partierne i alt,Slagelse,2015,19
Kandidater uden for partierne i alt,Slagelse,2019,15
Kandidater uden for partierne i alt,Slagelse,2022,88
Kandidater uden for partierne i alt,Sorø,2007,0
Kandidater uden for partierne i alt,Sorø,2011,16
Kandidater uden for partierne i alt,Sorø,2015,10
Kandidater uden for partierne i alt,Sorø,2019,9
Kandidater uden for partierne i alt,Sorø,2022,40
Kandidater uden for partierne i alt,Stevns,2007,0
Kandidater uden for partierne i alt,Stevns,2011,5
Kandidater uden for partierne i alt,Stevns,2015,7
Kandidater uden for partierne i alt,Stevns,2019,2
Kandidater uden for partierne i alt,Stevns,2022,34
Kandidater uden for partierne i alt,Vordingborg,2007,0
Kandidater uden for partierne i alt,Vordingborg,2011,14
Kandidater uden for partierne i alt,Vordingborg,2015,15
Kandidater uden for partierne i alt,Vordingborg,2019,15
Kandidater uden for partierne i alt,Vordingborg,2022,84
Kandidater uden for partierne i alt,Assens,2007,3
Kandidater uden for partierne i alt,Assens,2011,6
Kandidater uden for partierne i alt,Assens,2015,0
Kandidater uden for partierne i alt,Assens,2019,0
Kandidater uden for partierne i alt,Assens,2022,36
Kandidater uden for partierne i alt,Faaborg-Midtfyn,2007,9
Kandidater uden for partierne i alt,Faaborg-Midtfyn,2011,17
Kandidater uden for partierne i alt,Faaborg-Midtfyn,2015,0
Kandidater uden for partierne i alt,Faaborg-Midtfyn,2019,0
Kandidater uden for partierne i alt,Faaborg-Midtfyn,2022,33
Kandidater uden for partierne i alt,Kerteminde,2007,4
Kandidater uden for partierne i alt,Kerteminde,2011,8
Kandidater uden for partierne i alt,Kerteminde,2015,0
Kandidater uden for partierne i alt,Kerteminde,2019,0
Kandidater uden for partierne i alt,Kerteminde,2022,11
Kandidater uden for partierne i alt,Langeland,2007,1
Kandidater uden for partierne i alt,Langeland,2011,7
Kandidater uden for partierne i alt,Langeland,2015,0
Kandidater uden for partierne i alt,Langeland,2019,0
Kandidater uden for partierne i alt,Langeland,2022,16
Kandidater uden for partierne i alt,Middelfart,2007,5
Kandidater uden for partierne i alt,Middelfart,2011,10
Kandidater uden for partierne i alt,Middelfart,2015,0
Kandidater uden for partierne i alt,Middelfart,2019,0
Kandidater uden for partierne i alt,Middelfart,2022,21
Kandidater uden for partierne i alt,Nordfyns,2007,4
Kandidater uden for partierne i alt,Nordfyns,2011,6
Kandidater uden for partierne i alt,Nordfyns,2015,0
Kandidater uden for partierne i alt,Nordfyns,2019,0
Kandidater uden for partierne i alt,Nordfyns,2022,11
Kandidater uden for partierne i alt,Nyborg,2007,9
Kandidater uden for partierne i alt,Nyborg,2011,45
Kandidater uden for partierne i alt,Nyborg,2015,0
Kandidater uden for partierne i alt,Nyborg,2019,0
Kandidater uden for partierne i alt,Nyborg,2022,19
Kandidater uden for partierne i alt,Odense,2007,19
Kandidater uden for partierne i alt,Odense,2011,49
Kandidater uden for partierne i alt,Odense,2015,0
Kandidater uden for partierne i alt,Odense,2019,0
Kandidater uden for partierne i alt,Odense,2022,115
Kandidater uden for partierne i alt,Svendborg,2007,13
Kandidater uden for partierne i alt,Svendborg,2011,22
Kandidater uden for partierne i alt,Svendborg,2015,0
Kandidater uden for partierne i alt,Svendborg,2019,0
Kandidater uden for partierne i alt,Svendborg,2022,66
Kandidater uden for partierne i alt,Ærø,2007,0
Kandidater uden for partierne i alt,Ærø,2011,1
Kandidater uden for partierne i alt,Ærø,2015,0
Kandidater uden for partierne i alt,Ærø,2019,0
Kandidater uden for partierne i alt,Ærø,2022,6
Kandidater uden for partierne i alt,Billund,2007,0
Kandidater uden for partierne i alt,Billund,2011,8
Kandidater uden for partierne i alt,Billund,2015,0
Kandidater uden for partierne i alt,Billund,2019,8
Kandidater uden for partierne i alt,Billund,2022,13
Kandidater uden for partierne i alt,Esbjerg,2007,0
Kandidater uden for partierne i alt,Esbjerg,2011,26
Kandidater uden for partierne i alt,Esbjerg,2015,0
Kandidater uden for partierne i alt,Esbjerg,2019,34
Kandidater uden for partierne i alt,Esbjerg,2022,59
Kandidater uden for partierne i alt,Fanø,2007,0
Kandidater uden for partierne i alt,Fanø,2011,3
Kandidater uden for partierne i alt,Fanø,2015,0
Kandidater uden for partierne i alt,Fanø,2019,0
Kandidater uden for partierne i alt,Fanø,2022,4
Kandidater uden for partierne i alt,Fredericia,2007,0
Kandidater uden for partierne i alt,Fredericia,2011,10
Kandidater uden for partierne i alt,Fredericia,2015,0
Kandidater uden for partierne i alt,Fredericia,2019,17
Kandidater uden for partierne i alt,Fredericia,2022,25
Kandidater uden for partierne i alt,Haderslev,2007,0
Kandidater uden for partierne i alt,Haderslev,2011,15
Kandidater uden for partierne i alt,Haderslev,2015,0
Kandidater uden for partierne i alt,Haderslev,2019,24
Kandidater uden for partierne i alt,Haderslev,2022,20
Kandidater uden for partierne i alt,Kolding,2007,0
Kandidater uden for partierne i alt,Kolding,2011,19
Kandidater uden for partierne i alt,Kolding,2015,0
Kandidater uden for partierne i alt,Kolding,2019,30
Kandidater uden for partierne i alt,Kolding,2022,36
Kandidater uden for partierne i alt,Sønderborg,2007,0
Kandidater uden for partierne i alt,Sønderborg,2011,18
Kandidater uden for partierne i alt,Sønderborg,2015,0
Kandidater uden for partierne i alt,Sønderborg,2019,84
Kandidater uden for partierne i alt,Sønderborg,2022,29
Kandidater uden for partierne i alt,Tønder,2007,0
Kandidater uden for partierne i alt,Tønder,2011,10
Kandidater uden for partierne i alt,Tønder,2015,0
Kandidater uden for partierne i alt,Tønder,2019,11
Kandidater uden for partierne i alt,Tønder,2022,22
Kandidater uden for partierne i alt,Varde,2007,0
Kandidater uden for partierne i alt,Varde,2011,3
Kandidater uden for partierne i alt,Varde,2015,0
Kandidater uden for partierne i alt,Varde,2019,16
Kandidater uden for partierne i alt,Varde,2022,14
Kandidater uden for partierne i alt,Vejen,2007,0
Kandidater uden for partierne i alt,Vejen,2011,15
Kandidater uden for partierne i alt,Vejen,2015,0
Kandidater uden for partierne i alt,Vejen,2019,12
Kandidater uden for partierne i alt,Vejen,2022,37
Kandidater uden for partierne i alt,Vejle,2007,0
Kandidater uden for partierne i alt,Vejle,2011,16
Kandidater uden for partierne i alt,Vejle,2015,0
Kandidater uden for partierne i alt,Vejle,2019,33
Kandidater uden for partierne i alt,Vejle,2022,54
Kandidater uden for partierne i alt,Aabenraa,2007,0
Kandidater uden for partierne i alt,Aabenraa,2011,11
Kandidater uden for partierne i alt,Aabenraa,2015,0
Kandidater uden for partierne i alt,Aabenraa,2019,20
Kandidater uden for partierne i alt,Aabenraa,2022,36
Kandidater uden for partierne i alt,Favrskov,2007,5
Kandidater uden for partierne i alt,Favrskov,2011,8
Kandidater uden for partierne i alt,Favrskov,2015,27
Kandidater uden for partierne i alt,Favrskov,2019,35
Kandidater uden for partierne i alt,Favrskov,2022,28
Kandidater uden for partierne i alt,Hedensted,2007,3
Kandidater uden for partierne i alt,Hedensted,2011,3
Kandidater uden for partierne i alt,Hedensted,2015,30
Kandidater uden for partierne i alt,Hedensted,2019,20
Kandidater uden for partierne i alt,Hedensted,2022,26
Kandidater uden for partierne i alt,Horsens,2007,8
Kandidater uden for partierne i alt,Horsens,2011,14
Kandidater uden for partierne i alt,Horsens,2015,82
Kandidater uden for partierne i alt,Horsens,2019,62
Kandidater uden for partierne i alt,Horsens,2022,47
Kandidater uden for partierne i alt,Norddjurs,2007,7
Kandidater uden for partierne i alt,Norddjurs,2011,5
Kandidater uden for partierne i alt,Norddjurs,2015,22
Kandidater uden for partierne i alt,Norddjurs,2019,18
Kandidater uden for partierne i alt,Norddjurs,2022,32
Kandidater uden for partierne i alt,Odder,2007,4
Kandidater uden for partierne i alt,Odder,2011,4
Kandidater uden for partierne i alt,Odder,2015,14
Kandidater uden for partierne i alt,Odder,2019,17
Kandidater uden for partierne i alt,Odder,2022,20
Kandidater uden for partierne i alt,Randers,2007,10
Kandidater uden for partierne i alt,Randers,2011,10
Kandidater uden for partierne i alt,Randers,2015,109
Kandidater uden for partierne i alt,Randers,2019,46
Kandidater uden for partierne i alt,Randers,2022,54
Kandidater uden for partierne i alt,Samsø,2007,1
Kandidater uden for partierne i alt,Samsø,2011,0
Kandidater uden for partierne i alt,Samsø,2015,0
Kandidater uden for partierne i alt,Samsø,2019,1
Kandidater uden for partierne i alt,Samsø,2022,4
Kandidater uden for partierne i alt,Silkeborg,2007,5
Kandidater uden for partierne i alt,Silkeborg,2011,20
Kandidater uden for partierne i alt,Silkeborg,2015,9
Kandidater uden for partierne i alt,Silkeborg,2019,0
Kandidater uden for partierne i alt,Silkeborg,2022,120
Kandidater uden for partierne i alt,Skanderborg,2007,6
Kandidater uden for partierne i alt,Skanderborg,2011,9
Kandidater uden for partierne i alt,Skanderborg,2015,55
Kandidater uden for partierne i alt,Skanderborg,2019,43
Kandidater uden for partierne i alt,Skanderborg,2022,37
Kandidater uden for partierne i alt,Syddjurs,2007,5
Kandidater uden for partierne i alt,Syddjurs,2011,8
Kandidater uden for partierne i alt,Syddjurs,2015,25
Kandidater uden for partierne i alt,Syddjurs,2019,27
Kandidater uden for partierne i alt,Syddjurs,2022,31
Kandidater uden for partierne i alt,Aarhus,2007,45
Kandidater uden for partierne i alt,Aarhus,2011,143
Kandidater uden for partierne i alt,Aarhus,2015,731
Kandidater uden for partierne i alt,Aarhus,2019,280
Kandidater uden for partierne i alt,Aarhus,2022,203
Kandidater uden for partierne i alt,Herning,2007,22
Kandidater uden for partierne i alt,Herning,2011,23
Kandidater uden for partierne i alt,Herning,2015,17
Kandidater uden for partierne i alt,Herning,2019,0
Kandidater uden for partierne i alt,Herning,2022,59
Kandidater uden for partierne i alt,Holstebro,2007,9
Kandidater uden for partierne i alt,Holstebro,2011,19
Kandidater uden for partierne i alt,Holstebro,2015,44
Kandidater uden for partierne i alt,Holstebro,2019,0
Kandidater uden for partierne i alt,Holstebro,2022,35
Kandidater uden for partierne i alt,Ikast-Brande,2007,9
Kandidater uden for partierne i alt,Ikast-Brande,2011,16
Kandidater uden for partierne i alt,Ikast-Brande,2015,11
Kandidater uden for partierne i alt,Ikast-Brande,2019,0
Kandidater uden for partierne i alt,Ikast-Brande,2022,22
Kandidater uden for partierne i alt,Lemvig,2007,5
Kandidater uden for partierne i alt,Lemvig,2011,2
Kandidater uden for partierne i alt,Lemvig,2015,4
Kandidater uden for partierne i alt,Lemvig,2019,0
Kandidater uden for partierne i alt,Lemvig,2022,13
Kandidater uden for partierne i alt,Ringkøbing-Skjern,2007,8
Kandidater uden for partierne i alt,Ringkøbing-Skjern,2011,16
Kandidater uden for partierne i alt,Ringkøbing-Skjern,2015,0
Kandidater uden for partierne i alt,Ringkøbing-Skjern,2019,0
Kandidater uden for partierne i alt,Ringkøbing-Skjern,2022,27
Kandidater uden for partierne i alt,Skive,2007,2
Kandidater uden for partierne i alt,Skive,2011,7
Kandidater uden for partierne i alt,Skive,2015,9
Kandidater uden for partierne i alt,Skive,2019,0
Kandidater uden for partierne i alt,Skive,2022,25
Kandidater uden for partierne i alt,Struer,2007,3
Kandidater uden for partierne i alt,Struer,2011,3
Kandidater uden for partierne i alt,Struer,2015,7
Kandidater uden for partierne i alt,Struer,2019,0
Kandidater uden for partierne i alt,Struer,2022,9
Kandidater uden for partierne i alt,Viborg,2007,10
Kandidater uden for partierne i alt,Viborg,2011,54
Kandidater uden for partierne i alt,Viborg,2015,15
Kandidater uden for partierne i alt,Viborg,2019,0
Kandidater uden for partierne i alt,Viborg,2022,61
Kandidater uden for partierne i alt,Brønderslev,2007,4
Kandidater uden for partierne i alt,Brønderslev,2011,10
Kandidater uden for partierne i alt,Brønderslev,2015,6
Kandidater uden for partierne i alt,Brønderslev,2019,0
Kandidater uden for partierne i alt,Brønderslev,2022,19
Kandidater uden for partierne i alt,Frederikshavn,2007,6
Kandidater uden for partierne i alt,Frederikshavn,2011,8
Kandidater uden for partierne i alt,Frederikshavn,2015,7
Kandidater uden for partierne i alt,Frederikshavn,2019,0
Kandidater uden for partierne i alt,Frederikshavn,2022,30
Kandidater uden for partierne i alt,Hjørring,2007,10
Kandidater uden for partierne i alt,Hjørring,2011,14
Kandidater uden for partierne i alt,Hjørring,2015,9
Kandidater uden for partierne i alt,Hjørring,2019,0
Kandidater uden for partierne i alt,Hjørring,2022,50
Kandidater uden for partierne i alt,Jammerbugt,2007,4
Kandidater uden for partierne i alt,Jammerbugt,2011,9
Kandidater uden for partierne i alt,Jammerbugt,2015,5
Kandidater uden for partierne i alt,Jammerbugt,2019,0
Kandidater uden for partierne i alt,Jammerbugt,2022,21
Kandidater uden for partierne i alt,Læsø,2007,0
Kandidater uden for partierne i alt,Læsø,2011,0
Kandidater uden for partierne i alt,Læsø,2015,0
Kandidater uden for partierne i alt,Læsø,2019,0
Kandidater uden for partierne i alt,Læsø,2022,0
Kandidater uden for partierne i alt,Mariagerfjord,2007,7
Kandidater uden for partierne i alt,Mariagerfjord,2011,7
Kandidater uden for partierne i alt,Mariagerfjord,2015,17
Kandidater uden for partierne i alt,Mariagerfjord,2019,0
Kandidater uden for partierne i alt,Mariagerfjord,2022,27
Kandidater uden for partierne i alt,Morsø,2007,5
Kandidater uden for partierne i alt,Morsø,2011,4
Kandidater uden for partierne i alt,Morsø,2015,1
Kandidater uden for partierne i alt,Morsø,2019,0
Kandidater uden for partierne i alt,Morsø,2022,5
Kandidater uden for partierne i alt,Rebild,2007,8
Kandidater uden for partierne i alt,Rebild,2011,6
Kandidater uden for partierne i alt,Rebild,2015,9
Kandidater uden for partierne i alt,Rebild,2019,0
Kandidater uden for partierne i alt,Rebild,2022,17
Kandidater uden for partierne i alt,Thisted,2007,4
Kandidater uden for partierne i alt,Thisted,2011,8
Kandidater uden for partierne i alt,Thisted,2015,3
Kandidater uden for partierne i alt,Thisted,2019,0
Kandidater uden for partierne i alt,Thisted,2022,14
Kandidater uden for partierne i alt,Vesthimmerlands,2007,2
Kandidater uden for partierne i alt,Vesthimmerlands,2011,7
Kandidater uden for partierne i alt,Vesthimmerlands,2015,5
Kandidater uden for partierne i alt,Vesthimmerlands,2019,0
Kandidater uden for partierne i alt,Vesthimmerlands,2022,16
Kandidater uden for partierne i alt,Aalborg,2007,49
Kandidater uden for partierne i alt,Aalborg,2011,59
Kandidater uden for partierne i alt,Aalborg,2015,34
Kandidater uden for partierne i alt,Aalborg,2019,0
Kandidater uden for partierne i alt,Aalborg,2022,155
PERSONLIGE STEMMER I ALT,København,2007,144762
PERSONLIGE STEMMER I ALT,København,2011,168431
PERSONLIGE STEMMER I ALT,København,2015,177058
PERSONLIGE STEMMER I ALT,København,2019,176343
PERSONLIGE STEMMER I ALT,København,2022,153305
PERSONLIGE STEMMER I ALT,Frederiksberg,2007,32012
PERSONLIGE STEMMER I ALT,Frederiksberg,2011,34121
